"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
229	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-160"	2024-06-10	""	"hdz-160-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-160-s242"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_229"
230	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-435"	2024-06-11	""	"hdz-435-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-435-e1-s356"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_230"
230	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-464"	2024-06-11	""	"hdz-464-e1"	2024-09-12	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-464-s372"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_230"
231	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-428"	2024-06-12	""	"hdz-428-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-428-e1-s354"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_231"
232	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-164"	2024-06-13	""	"hdz-164-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-164-s195"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_232"
234	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-474"	2024-06-15	""	"hdz-474-e1"	2024-09-24	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-474-s376"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_234"
235	"culi"	"biscuit_elim"	70000	90	28243	0	0	0	0	0	4	"new"	"n"	"pregnant"	NA	"no"	"M"	11	"hdz-429"	2024-06-16	""	"hdz-429-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-429-e1-s355"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	4444	1861	3306	1431	1513	5440	63.79	0	257.32	257.78	157.91	334.71	0.1	0	4.3	0.4	1.2	763.86	9243.2	1073.62	0	15300	1175.7	0.365	0.039	33.015	0.011	0.055	0.213	0.962	0.499	0.096	0.006	0.1	8.199	732	97.3	4.5	0	0	17000	18000	5000	30000	0	"culi_235"
235	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-422"	2024-06-16	""	"hdz-422-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-422-s291"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_235"
236	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-423"	2024-06-17	""	"hdz-423-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-423-s223"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_236"
238	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-420"	2024-06-19	""	"hdz-420-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-420-s207"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_238"
239	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-178"	2024-06-20	""	"hdz-178-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-178-s199"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_239"
240	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-416"	2024-06-21	""	"hdz-416-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-416-s220"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_240"
242	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-417"	2024-06-23	""	"hdz-417-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-417-s221"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_242"
243	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	"hdz-415"	2024-06-24	""	"hdz-415-e1"	2024-07-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-415-s206"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_243"
244	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-419"	2024-06-25	""	"hdz-419-e1"	2024-08-30	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-419-e1-s352"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_244"
245	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-414"	2024-06-26	""	"hdz-414-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-414-s321"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_245"
246	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-418"	2024-06-27	""	"hdz-418-e1"	2024-08-30	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-418-e1-s351"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_246"
247	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-171"	2024-06-28	""	"hdz-171-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-171-s303"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_247"
248	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-172"	2024-06-29	""	"hdz-172-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-172-s304"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_248"
249	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-413"	2024-06-30	""	"hdz-413-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-413-s320"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_249"
250	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-412"	2024-07-01	""	"hdz-412-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-412-s319"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_250"
251	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-159"	2024-07-02	""	"hdz-159-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-159-s302"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_251"
254	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-470"	2024-07-05	""	"hdz-470-e1"	2024-09-09	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-470-e1-s368"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_254"
255	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-469"	2024-07-06	""	"hdz-469-e1"	2024-09-09	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-469-e1-s367"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_255"
256	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-468"	2024-07-07	""	"hdz-468-e1"	2024-09-09	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-468-e1-s366"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_256"
257	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-473"	2024-07-08	""	"hdz-473-e1"	2024-09-13	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-473-s375"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_257"
258	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-465"	2024-07-09	""	"hdz-465-e1"	2024-09-12	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-465-s373"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_258"
262	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-463"	2024-07-13	""	"hdz-463-e1"	2024-09-12	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-463-s371"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_262"
263	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	"hdz-462"	2024-07-14	""	"hdz-462-e1"	2024-09-12	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-462-s370"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_263"
264	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-467"	2024-07-15	""	"hdz-467-e1"	2024-09-09	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-467-e1-s365"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_264"
265	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	"hdz-158"	2024-07-16	""	"hdz-158-e1"	2024-08-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-158-s301"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_265"
267	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-459"	2024-07-18	""	"hdz-459-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-459-e1-s363"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_267"
268	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-458"	2024-07-19	""	"hdz-458-e1"	2024-09-04	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-458-e1-s362"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_268"
269	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-461"	2024-07-20	""	"hdz-461-e1"	2024-09-12	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-461-s369"	"hdz17"	"SQK-16S114-24"	"FLO-FLG114"	"AWD070"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_269"
270	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-457"	2024-07-21	""	"hdz-457-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-457-e1-s361"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_270"
271	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	"hdz-456"	2024-07-22	""	"hdz-456-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-456-e1-s360"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_271"
